record_id,timestamp,latitude,longitude,road_id,vehicle_count,avg_speed_kmh,vehicle_type,traffic_density,weather,visibility_m,road_condition,accident_occurred,accident_severity,alert_generated,temperature_c,humidity_pct,year,month,month_name,quarter,day,day_of_week,hour,is_weekend,time_of_day,accident_flag,alert_flag,severe_accident_flag,fatal_accident_flag,alert_success_type,traffic_density_score,traffic_flow_rate,visibility_category,region
515,2023-09-10 01:34:00,15.9329493,82.21202161,RD-410,123,110,Truck,Medium,Rain,7979,Wet,No,Not Applicable,No,21.36,57.3,2023,9,September,Q3,10,Sunday,1,1,Night,0,0,0,0,Normal Flow (True Negative),2,13530,Good (>4km),South
516,2019-06-14 20:55:00,23.57757251,79.94702875,RD-293,125,41,Bus,Low,Clear,6009,Under Maintenance,No,Not Applicable,Yes,20.79,75.21,2019,6,June,Q2,14,Friday,20,0,Evening Peak,0,1,0,0,False Alarm (False Positive),1,5125,Good (>4km),Central
517,2018-08-19 21:02:00,14.23369706,76.06597455,RD-347,160,65,Mixed,Low,Storm,5815,Dry,Yes,Minor,Yes,31.29,37.95,2018,8,August,Q3,19,Sunday,21,1,Evening Peak,1,1,0,0,True Positive,1,10400,Good (>4km),South
518,2023-06-13 21:40:00,36.8612238,91.41407796,RD-318,46,61,Bus,Medium,Rain,5035,Under Maintenance,No,Not Applicable,No,44.32,62.81,2023,6,June,Q2,13,Tuesday,21,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,2806,Good (>4km),North
519,2022-06-18 10:19:00,30.315749,73.70106876,RD-76,81,49,Truck,Low,Clear,3111,Slippery,No,Not Applicable,No,49.62,62.77,2022,6,June,Q2,18,Saturday,10,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),1,3969,Moderate (1-4km),North
520,2018-08-17 05:51:00,24.46141326,86.04161247,RD-62,147,80,Truck,Medium,Rain,5545,Dry,Yes,Fatal,No,24.51,35.37,2018,8,August,Q3,17,Friday,5,0,Night,1,0,1,1,Missed Incident (False Negative),2,11760,Good (>4km),East
521,2023-01-23 20:01:00,29.62896703,84.4468874,RD-487,418,92,Truck,Low,Fog,4833,Dry,Yes,Unspecified,No,37.82,55.08,2023,1,January,Q1,23,Monday,20,0,Evening Peak,1,0,0,0,Missed Incident (False Negative),1,38456,Good (>4km),North
522,2023-12-17 23:02:00,34.57467103,75.21795464,RD-388,298,21,Bus,Very High,Snow,8509,Wet,No,Not Applicable,No,31.43,81.2,2023,12,December,Q4,17,Sunday,23,1,Night,0,0,0,0,Normal Flow (True Negative),4,6258,Good (>4km),North
523,2019-10-10 17:57:00,35.93060164,96.50836795,RD-230,26,6,Car,High,Rain,7597,Dry,No,Not Applicable,No,49.1,81.37,2019,10,October,Q4,10,Thursday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,156,Good (>4km),North
524,2023-12-28 14:50:00,30.79454765,92.54340172,RD-89,380,99,Truck,Very High,Fog,2488,Wet,No,Not Applicable,Yes,45.26,35.95,2023,12,December,Q4,28,Thursday,14,0,Midday,0,1,0,0,False Alarm (False Positive),4,37620,Moderate (1-4km),North
525,2023-08-02 13:48:00,32.62291308,68.59532438,RD-486,289,41,Car,Low,Snow,8884,Under Maintenance,No,Not Applicable,No,45.15,35.44,2023,8,August,Q3,2,Wednesday,13,0,Midday,0,0,0,0,Normal Flow (True Negative),1,11849,Good (>4km),North
526,2023-11-25 23:48:00,19.53602381,80.24532029,RD-86,186,58,Bus,Very High,Rain,6537,Wet,Yes,Fatal,Yes,34.06,45.76,2023,11,November,Q4,25,Saturday,23,1,Night,1,1,1,1,True Positive,4,10788,Good (>4km),Central
527,2022-07-15 06:18:00,19.36286686,78.41018591,RD-498,243,46,Car,Very High,Storm,2064,Under Maintenance,No,Not Applicable,No,32.44,82.49,2022,7,July,Q3,15,Friday,6,0,Night,0,0,0,0,Normal Flow (True Negative),4,11178,Moderate (1-4km),Central
528,2023-11-07 20:39:00,31.44060293,93.60146852,RD-109,251,33,Car,High,Snow,4162,Dry,No,Not Applicable,No,28.2,37.73,2023,11,November,Q4,7,Tuesday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,8283,Good (>4km),North
529,2023-01-13 02:53:00,30.02912903,75.67036945,RD-414,39,69,Truck,Low,Fog,1652,Wet,No,Not Applicable,Yes,21.69,73.2,2023,1,January,Q1,13,Friday,2,0,Night,0,1,0,0,False Alarm (False Positive),1,2691,Moderate (1-4km),North
530,2019-01-28 06:42:00,34.12846941,96.95506889,RD-99,74,112,Bus,Very High,Storm,2190,Under Maintenance,No,Not Applicable,No,45.94,36.07,2019,1,January,Q1,28,Monday,6,0,Night,0,0,0,0,Normal Flow (True Negative),4,8288,Moderate (1-4km),North
531,2020-10-25 23:19:00,11.85728113,73.80230821,RD-65,391,82,Truck,Very High,Fog,1544,Wet,No,Not Applicable,No,44.39,67.39,2020,10,October,Q4,25,Sunday,23,1,Night,0,0,0,0,Normal Flow (True Negative),4,32062,Moderate (1-4km),South
532,2020-02-15 16:13:00,28.03358044,75.07265301,RD-22,90,44,Mixed,Low,Rain,7984,Wet,Yes,Fatal,No,49.99,51.36,2020,2,February,Q1,15,Saturday,16,1,Midday,1,0,1,1,Missed Incident (False Negative),1,3960,Good (>4km),North
533,2021-12-08 14:15:00,26.78179878,87.31636705,RD-217,293,117,Bike,High,Fog,1840,Under Maintenance,No,Not Applicable,No,49.9,77.33,2021,12,December,Q4,8,Wednesday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),3,34281,Moderate (1-4km),East
534,2019-03-20 10:15:00,31.15707537,72.67064933,RD-41,22,15,Car,Very High,Clear,2154,Wet,No,Not Applicable,No,36.66,44.02,2019,3,March,Q1,20,Wednesday,10,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,330,Moderate (1-4km),North
535,2018-03-06 15:12:00,8.712019162,93.77526396,RD-350,194,62,Bus,Medium,Fog,5145,Under Maintenance,No,Not Applicable,No,43.07,68.35,2018,3,March,Q1,6,Tuesday,15,0,Midday,0,0,0,0,Normal Flow (True Negative),2,12028,Good (>4km),South
536,2021-04-01 10:46:00,31.96132092,71.18794562,RD-223,453,100,Car,High,Fog,5021,Dry,No,Not Applicable,No,48.34,44.14,2021,4,April,Q2,1,Thursday,10,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,45300,Good (>4km),North
537,2022-12-16 04:34:00,17.46637295,96.51620517,RD-104,147,24,Bus,Low,Storm,6743,Under Maintenance,No,Not Applicable,Yes,45.49,72.82,2022,12,December,Q4,16,Friday,4,0,Night,0,1,0,0,False Alarm (False Positive),1,3528,Good (>4km),East
538,2021-04-18 07:02:00,27.9265418,93.36465073,RD-422,202,70,Truck,Medium,Fog,758,Wet,No,Not Applicable,No,27.42,82.42,2021,4,April,Q2,18,Sunday,7,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),2,14140,Poor (<1km),East
539,2020-05-03 06:29:00,25.88022758,92.35003869,RD-322,349,35,Bike,Medium,Snow,8506,Dry,No,Not Applicable,No,33.52,37.61,2020,5,May,Q2,3,Sunday,6,1,Night,0,0,0,0,Normal Flow (True Negative),2,12215,Good (>4km),East
540,2018-09-22 01:41:00,20.7657513,79.80930273,RD-76,400,9,Bike,Very High,Fog,8156,Slippery,No,Not Applicable,No,23.87,82.0,2018,9,September,Q3,22,Saturday,1,1,Night,0,0,0,0,Normal Flow (True Negative),4,3600,Good (>4km),Central
541,2023-07-29 14:35:00,29.63479848,82.89560808,RD-428,453,100,Bike,Very High,Rain,6321,Under Maintenance,No,Not Applicable,No,48.62,65.61,2023,7,July,Q3,29,Saturday,14,1,Midday,0,0,0,0,Normal Flow (True Negative),4,45300,Good (>4km),North
542,2022-12-06 22:10:00,35.87534898,81.23437876,RD-305,328,54,Bike,Low,Clear,3664,Dry,No,Not Applicable,No,38.19,37.63,2022,12,December,Q4,6,Tuesday,22,0,Night,0,0,0,0,Normal Flow (True Negative),1,17712,Moderate (1-4km),North
543,2021-05-21 09:52:00,17.38077442,96.63538095,RD-133,489,13,Car,Very High,Clear,6308,Wet,No,Not Applicable,No,26.86,55.65,2021,5,May,Q2,21,Friday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,6357,Good (>4km),East
544,2020-10-10 15:03:00,29.70464061,69.0099523,RD-164,478,45,Bus,High,Fog,3987,Under Maintenance,No,Not Applicable,Yes,40.15,39.65,2020,10,October,Q4,10,Saturday,15,1,Midday,0,1,0,0,False Alarm (False Positive),3,21510,Moderate (1-4km),North
545,2023-07-30 15:00:00,17.1215743,79.06956027,RD-467,35,14,Mixed,Medium,Clear,8655,Wet,No,Not Applicable,No,38.54,72.02,2023,7,July,Q3,30,Sunday,15,1,Midday,0,0,0,0,Normal Flow (True Negative),2,490,Good (>4km),Central
546,2022-08-17 09:51:00,32.52394107,96.08326129,RD-373,246,57,Bus,High,Storm,529,Slippery,No,Not Applicable,Yes,30.74,75.53,2022,8,August,Q3,17,Wednesday,9,0,Morning Peak,0,1,0,0,False Alarm (False Positive),3,14022,Poor (<1km),North
547,2018-07-10 21:06:00,20.68092181,78.71231624,RD-469,126,104,Car,Medium,Clear,6518,Slippery,No,Not Applicable,No,23.41,36.35,2018,7,July,Q3,10,Tuesday,21,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,13104,Good (>4km),Central
548,2019-11-10 01:06:00,21.02870629,79.55311652,RD-414,464,53,Truck,Low,Rain,5531,Dry,No,Not Applicable,No,40.15,60.37,2019,11,November,Q4,10,Sunday,1,1,Night,0,0,0,0,Normal Flow (True Negative),1,24592,Good (>4km),Central
549,2020-04-01 11:17:00,30.38453685,86.30772165,RD-35,47,30,Mixed,Medium,Fog,6738,Slippery,No,Not Applicable,No,35.61,78.88,2020,4,April,Q2,1,Wednesday,11,0,Midday,0,0,0,0,Normal Flow (True Negative),2,1410,Good (>4km),North
550,2021-08-19 22:35:00,22.38892128,94.31079537,RD-45,319,112,Mixed,Very High,Clear,8119,Wet,No,Not Applicable,No,43.17,86.17,2021,8,August,Q3,19,Thursday,22,0,Night,0,0,0,0,Normal Flow (True Negative),4,35728,Good (>4km),East
551,2023-03-13 00:11:00,15.73269392,76.54114279,RD-199,54,71,Mixed,Low,Rain,8262,Dry,No,Not Applicable,No,35.6,60.81,2023,3,March,Q1,13,Monday,0,0,Night,0,0,0,0,Normal Flow (True Negative),1,3834,Good (>4km),South
552,2019-06-16 07:43:00,36.87057108,95.4805566,RD-285,497,40,Car,Low,Clear,6767,Under Maintenance,No,Not Applicable,Yes,45.57,87.02,2019,6,June,Q2,16,Sunday,7,1,Morning Peak,0,1,0,0,False Alarm (False Positive),1,19880,Good (>4km),North
553,2022-05-26 01:08:00,25.98653639,76.19428896,RD-204,377,27,Bike,Low,Rain,6731,Wet,No,Not Applicable,No,36.56,62.14,2022,5,May,Q2,26,Thursday,1,0,Night,0,0,0,0,Normal Flow (True Negative),1,10179,Good (>4km),Central
554,2019-10-17 10:03:00,26.70933715,91.6464395,RD-283,195,98,Bike,Medium,Fog,583,Wet,Yes,Fatal,Yes,36.83,53.65,2019,10,October,Q4,17,Thursday,10,0,Morning Peak,1,1,1,1,True Positive,2,19110,Poor (<1km),East
555,2020-04-06 14:57:00,26.75087562,75.99930594,RD-167,178,43,Bike,High,Rain,5421,Wet,No,Not Applicable,No,46.3,80.89,2020,4,April,Q2,6,Monday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),3,7654,Good (>4km),Central
556,2021-10-01 20:04:00,33.61741292,70.11652593,RD-439,182,63,Bus,Very High,Clear,4089,Under Maintenance,No,Not Applicable,No,32.1,59.58,2021,10,October,Q4,1,Friday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,11466,Good (>4km),North
557,2020-09-26 22:19:00,13.33228816,91.55677386,RD-142,228,27,Bike,High,Rain,3829,Under Maintenance,No,Not Applicable,No,24.02,58.31,2020,9,September,Q3,26,Saturday,22,1,Night,0,0,0,0,Normal Flow (True Negative),3,6156,Moderate (1-4km),South
558,2020-08-17 12:58:00,9.71539365,81.05221525,RD-267,427,27,Mixed,Medium,Fog,5151,Wet,Yes,Fatal,No,20.86,59.42,2020,8,August,Q3,17,Monday,12,0,Midday,1,0,1,1,Missed Incident (False Negative),2,11529,Good (>4km),South
559,2020-06-06 20:05:00,19.21431484,79.3317193,RD-235,85,47,Bike,High,Rain,6385,Slippery,No,Not Applicable,No,42.65,80.81,2020,6,June,Q2,6,Saturday,20,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,3995,Good (>4km),Central
560,2022-11-25 23:20:00,24.38225023,80.46660623,RD-470,213,104,Mixed,High,Storm,6435,Dry,No,Not Applicable,No,38.61,79.92,2022,11,November,Q4,25,Friday,23,0,Night,0,0,0,0,Normal Flow (True Negative),3,22152,Good (>4km),Central
561,2021-02-11 03:06:00,16.28557901,85.73571225,RD-448,323,29,Mixed,High,Clear,8671,Wet,No,Not Applicable,No,41.12,54.21,2021,2,February,Q1,11,Thursday,3,0,Night,0,0,0,0,Normal Flow (True Negative),3,9367,Good (>4km),East
562,2019-06-02 01:29:00,27.98700313,75.6181102,RD-7,88,88,Bus,Low,Rain,2068,Wet,No,Not Applicable,No,26.39,50.0,2019,6,June,Q2,2,Sunday,1,1,Night,0,0,0,0,Normal Flow (True Negative),1,7744,Moderate (1-4km),Central
563,2021-08-20 22:48:00,10.14356339,74.88096144,RD-403,221,64,Bike,Medium,Storm,1965,Dry,No,Not Applicable,No,24.09,59.52,2021,8,August,Q3,20,Friday,22,0,Night,0,0,0,0,Normal Flow (True Negative),2,14144,Moderate (1-4km),South
564,2019-08-25 19:14:00,30.93057466,82.01973736,RD-359,147,106,Truck,Medium,Storm,7137,Wet,No,Not Applicable,No,20.44,64.37,2019,8,August,Q3,25,Sunday,19,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,15582,Good (>4km),North
565,2018-11-01 08:18:00,28.82449457,69.03336771,RD-320,258,37,Bike,Very High,Snow,7753,Dry,No,Not Applicable,No,30.52,44.3,2018,11,November,Q4,1,Thursday,8,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,9546,Good (>4km),North
566,2018-06-29 19:53:00,14.20439883,86.64263239,RD-301,247,37,Truck,Very High,Rain,7592,Dry,Yes,Minor,No,37.7,77.64,2018,6,June,Q2,29,Friday,19,0,Evening Peak,1,0,0,0,Missed Incident (False Negative),4,9139,Good (>4km),South
567,2019-10-30 11:26:00,16.65517292,91.86247827,RD-268,391,106,Bus,Low,Snow,4643,Slippery,No,Not Applicable,No,31.77,59.19,2019,10,October,Q4,30,Wednesday,11,0,Midday,0,0,0,0,Normal Flow (True Negative),1,41446,Good (>4km),East
568,2019-02-04 20:16:00,31.4030593,89.09508696,RD-401,99,69,Car,Medium,Storm,3618,Dry,No,Not Applicable,No,33.12,50.04,2019,2,February,Q1,4,Monday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,6831,Moderate (1-4km),North
569,2020-12-19 00:05:00,30.42679745,81.60977215,RD-215,410,51,Bus,Very High,Fog,4996,Dry,No,Not Applicable,No,47.12,36.41,2020,12,December,Q4,19,Saturday,0,1,Night,0,0,0,0,Normal Flow (True Negative),4,20910,Good (>4km),North
570,2020-08-28 11:26:00,31.59921856,84.39631914,RD-58,211,37,Bus,Very High,Rain,2689,Under Maintenance,No,Not Applicable,No,30.45,44.33,2020,8,August,Q3,28,Friday,11,0,Midday,0,0,0,0,Normal Flow (True Negative),4,7807,Moderate (1-4km),North
571,2019-12-29 07:14:00,17.3450425,68.75924268,RD-213,326,42,Truck,Low,Snow,8872,Dry,No,Not Applicable,No,35.42,86.96,2019,12,December,Q4,29,Sunday,7,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),1,13692,Good (>4km),West
572,2021-02-27 01:38:00,36.11756432,94.45825935,RD-77,129,28,Bus,Very High,Clear,5142,Wet,No,Not Applicable,No,43.51,48.31,2021,2,February,Q1,27,Saturday,1,1,Night,0,0,0,0,Normal Flow (True Negative),4,3612,Good (>4km),North
573,2021-06-06 00:41:00,28.74480865,84.1838141,RD-76,20,77,Mixed,Very High,Fog,9589,Dry,No,Not Applicable,No,31.9,40.13,2021,6,June,Q2,6,Sunday,0,1,Night,0,0,0,0,Normal Flow (True Negative),4,1540,Good (>4km),North
574,2021-06-08 09:31:00,9.890822835,77.17586417,RD-291,410,99,Bus,Very High,Snow,6858,Dry,No,Not Applicable,Yes,38.66,57.64,2021,6,June,Q2,8,Tuesday,9,0,Morning Peak,0,1,0,0,False Alarm (False Positive),4,40590,Good (>4km),South
575,2023-05-26 06:04:00,21.85431077,76.51388758,RD-302,212,106,Bus,Very High,Rain,8209,Under Maintenance,No,Not Applicable,No,45.87,48.43,2023,5,May,Q2,26,Friday,6,0,Night,0,0,0,0,Normal Flow (True Negative),4,22472,Good (>4km),Central
576,2023-08-31 09:48:00,27.27186432,87.13008448,RD-299,24,53,Truck,High,Clear,8228,Slippery,No,Not Applicable,No,48.49,32.11,2023,8,August,Q3,31,Thursday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,1272,Good (>4km),East
577,2018-11-19 06:00:00,12.89085558,84.94553841,RD-389,13,96,Bus,Low,Fog,9998,Slippery,No,Not Applicable,No,24.41,49.39,2018,11,November,Q4,19,Monday,6,0,Night,0,0,0,0,Normal Flow (True Negative),1,1248,Good (>4km),South
578,2018-06-17 10:00:00,34.15129887,73.44743474,RD-494,354,91,Bus,Low,Storm,9963,Slippery,No,Not Applicable,Yes,47.8,62.65,2018,6,June,Q2,17,Sunday,10,1,Morning Peak,0,1,0,0,False Alarm (False Positive),1,32214,Good (>4km),North
579,2018-11-19 09:22:00,29.86915233,79.88765439,RD-482,237,34,Bike,High,Snow,6941,Under Maintenance,No,Not Applicable,No,34.76,63.1,2018,11,November,Q4,19,Monday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,8058,Good (>4km),North
580,2023-01-17 11:01:00,10.36152126,87.60925959,RD-52,190,86,Mixed,Very High,Fog,4774,Slippery,No,Not Applicable,Yes,27.75,51.39,2023,1,January,Q1,17,Tuesday,11,0,Midday,0,1,0,0,False Alarm (False Positive),4,16340,Good (>4km),South
581,2020-10-01 23:16:00,34.48274514,76.63198728,RD-474,440,62,Mixed,Medium,Storm,7854,Dry,No,Not Applicable,Yes,33.77,56.84,2020,10,October,Q4,1,Thursday,23,0,Night,0,1,0,0,False Alarm (False Positive),2,27280,Good (>4km),North
582,2021-11-20 07:13:00,19.72672072,82.7690206,RD-55,232,94,Mixed,Very High,Rain,4237,Wet,Yes,Unspecified,No,49.4,87.93,2021,11,November,Q4,20,Saturday,7,1,Morning Peak,1,0,0,0,Missed Incident (False Negative),4,21808,Good (>4km),Central
583,2021-05-11 12:55:00,21.12161485,75.39149886,RD-289,55,101,Bus,High,Rain,1378,Wet,No,Not Applicable,No,34.78,52.64,2021,5,May,Q2,11,Tuesday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),3,5555,Moderate (1-4km),Central
584,2019-04-01 16:49:00,30.71013665,70.07876374,RD-400,422,63,Mixed,Very High,Storm,4749,Wet,No,Not Applicable,No,29.86,45.49,2019,4,April,Q2,1,Monday,16,0,Midday,0,0,0,0,Normal Flow (True Negative),4,26586,Good (>4km),North
585,2020-06-06 21:16:00,26.67593282,79.25912732,RD-52,40,20,Bike,Low,Fog,201,Slippery,No,Not Applicable,No,39.0,44.61,2020,6,June,Q2,6,Saturday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,800,Poor (<1km),Central
586,2021-03-31 16:08:00,20.68833216,89.23024082,RD-403,338,97,Car,Very High,Snow,4798,Under Maintenance,No,Not Applicable,No,27.2,57.47,2021,3,March,Q1,31,Wednesday,16,0,Midday,0,0,0,0,Normal Flow (True Negative),4,32786,Good (>4km),East
587,2023-08-24 12:58:00,15.52911507,74.20166253,RD-147,57,20,Car,Medium,Rain,9603,Under Maintenance,No,Not Applicable,Yes,22.28,75.57,2023,8,August,Q3,24,Thursday,12,0,Midday,0,1,0,0,False Alarm (False Positive),2,1140,Good (>4km),South
588,2019-09-17 09:46:00,22.98997623,89.88059899,RD-445,193,37,Bike,Low,Rain,4945,Slippery,No,Not Applicable,Yes,23.87,42.36,2019,9,September,Q3,17,Tuesday,9,0,Morning Peak,0,1,0,0,False Alarm (False Positive),1,7141,Good (>4km),East
589,2022-07-16 12:52:00,24.79621267,87.41527775,RD-275,458,43,Car,Very High,Fog,1412,Under Maintenance,No,Not Applicable,No,23.84,72.56,2022,7,July,Q3,16,Saturday,12,1,Midday,0,0,0,0,Normal Flow (True Negative),4,19694,Moderate (1-4km),East
590,2021-07-24 17:19:00,26.29703808,82.71374073,RD-451,140,50,Car,Very High,Rain,9711,Dry,No,Not Applicable,No,24.56,31.27,2021,7,July,Q3,24,Saturday,17,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,7000,Good (>4km),Central
591,2023-10-08 09:44:00,25.54683424,96.17221457,RD-177,269,115,Truck,Medium,Clear,5324,Under Maintenance,No,Not Applicable,Yes,24.16,55.14,2023,10,October,Q4,8,Sunday,9,1,Morning Peak,0,1,0,0,False Alarm (False Positive),2,30935,Good (>4km),East
592,2021-11-21 13:32:00,25.90180139,93.61902182,RD-450,284,42,Bus,Very High,Storm,8149,Slippery,No,Not Applicable,No,39.23,76.55,2021,11,November,Q4,21,Sunday,13,1,Midday,0,0,0,0,Normal Flow (True Negative),4,11928,Good (>4km),East
593,2021-03-08 13:49:00,21.79639025,84.33211037,RD-211,434,27,Truck,High,Snow,8614,Under Maintenance,No,Not Applicable,No,25.46,50.32,2021,3,March,Q1,8,Monday,13,0,Midday,0,0,0,0,Normal Flow (True Negative),3,11718,Good (>4km),Central
594,2023-06-13 21:17:00,24.29474733,84.17561637,RD-136,159,30,Truck,Medium,Fog,7456,Under Maintenance,No,Not Applicable,No,30.37,63.82,2023,6,June,Q2,13,Tuesday,21,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,4770,Good (>4km),Central
595,2023-05-04 21:38:00,16.37050736,76.05536773,RD-197,380,53,Bike,High,Clear,909,Dry,Yes,Minor,No,46.9,42.3,2023,5,May,Q2,4,Thursday,21,0,Evening Peak,1,0,0,0,Missed Incident (False Negative),3,20140,Poor (<1km),Central
596,2020-09-17 17:44:00,12.59287254,94.68575411,RD-336,465,85,Car,Medium,Rain,4746,Dry,No,Not Applicable,No,34.22,74.52,2020,9,September,Q3,17,Thursday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,39525,Good (>4km),South
597,2019-05-04 13:56:00,25.60113489,93.98192781,RD-249,34,106,Bike,Low,Rain,3894,Wet,No,Not Applicable,No,40.03,33.14,2019,5,May,Q2,4,Saturday,13,1,Midday,0,0,0,0,Normal Flow (True Negative),1,3604,Moderate (1-4km),East
598,2023-10-01 14:12:00,9.362962064,89.51965075,RD-293,397,113,Mixed,Medium,Clear,6585,Under Maintenance,No,Not Applicable,No,25.17,81.15,2023,10,October,Q4,1,Sunday,14,1,Midday,0,0,0,0,Normal Flow (True Negative),2,44861,Good (>4km),South
599,2023-10-15 09:38:00,9.891001943,71.70857988,RD-312,318,28,Truck,Medium,Rain,5470,Slippery,No,Not Applicable,No,25.77,41.89,2023,10,October,Q4,15,Sunday,9,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),2,8904,Good (>4km),South
600,2022-07-20 19:22:00,15.17216389,88.40573267,RD-243,188,111,Car,High,Storm,3720,Slippery,No,Not Applicable,Yes,21.23,82.46,2022,7,July,Q3,20,Wednesday,19,0,Evening Peak,0,1,0,0,False Alarm (False Positive),3,20868,Moderate (1-4km),South
601,2019-03-18 19:19:00,13.63548336,75.34030467,RD-20,215,87,Bus,High,Rain,1302,Dry,No,Not Applicable,No,25.07,51.15,2019,3,March,Q1,18,Monday,19,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,18705,Moderate (1-4km),South
602,2021-01-03 09:00:00,18.84928081,73.47548404,RD-89,14,46,Truck,Medium,Snow,6072,Wet,No,Not Applicable,No,28.36,73.36,2021,1,January,Q1,3,Sunday,9,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),2,644,Good (>4km),West
603,2023-08-19 14:30:00,18.76737557,90.01713903,RD-142,315,31,Car,Low,Storm,5807,Dry,No,Not Applicable,No,25.31,49.15,2023,8,August,Q3,19,Saturday,14,1,Midday,0,0,0,0,Normal Flow (True Negative),1,9765,Good (>4km),East
604,2020-06-25 13:48:00,11.38880822,95.83225521,RD-207,187,6,Mixed,Medium,Fog,4717,Dry,No,Not Applicable,No,22.66,84.35,2020,6,June,Q2,25,Thursday,13,0,Midday,0,0,0,0,Normal Flow (True Negative),2,1122,Good (>4km),South
605,2021-05-26 18:54:00,15.14858728,71.15826602,RD-74,324,12,Bike,Very High,Storm,9045,Dry,No,Not Applicable,No,23.62,37.6,2021,5,May,Q2,26,Wednesday,18,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,3888,Good (>4km),South
606,2022-12-31 17:55:00,8.132505919,72.75530563,RD-317,358,83,Car,Medium,Fog,1114,Slippery,No,Not Applicable,Yes,33.82,40.71,2022,12,December,Q4,31,Saturday,17,1,Evening Peak,0,1,0,0,False Alarm (False Positive),2,29714,Moderate (1-4km),South
607,2022-10-14 06:39:00,18.1779505,74.35780016,RD-312,414,45,Car,Low,Fog,1000,Under Maintenance,No,Not Applicable,No,26.19,59.58,2022,10,October,Q4,14,Friday,6,0,Night,0,0,0,0,Normal Flow (True Negative),1,18630,Moderate (1-4km),West
608,2020-03-05 22:56:00,31.09662015,95.92442119,RD-349,344,17,Truck,High,Storm,3260,Under Maintenance,No,Not Applicable,No,30.93,34.92,2020,3,March,Q1,5,Thursday,22,0,Night,0,0,0,0,Normal Flow (True Negative),3,5848,Moderate (1-4km),North
609,2020-10-09 07:38:00,15.71863967,88.19555051,RD-356,160,95,Car,Very High,Snow,4072,Slippery,Yes,Fatal,No,35.1,41.76,2020,10,October,Q4,9,Friday,7,0,Morning Peak,1,0,1,1,Missed Incident (False Negative),4,15200,Good (>4km),South
610,2023-08-13 01:35:00,26.65709624,87.67035082,RD-206,90,26,Mixed,Medium,Rain,6260,Slippery,No,Not Applicable,Yes,40.71,86.63,2023,8,August,Q3,13,Sunday,1,1,Night,0,1,0,0,False Alarm (False Positive),2,2340,Good (>4km),East
611,2020-12-06 04:35:00,10.84940018,82.6457772,RD-20,140,51,Bus,Medium,Storm,3787,Wet,No,Not Applicable,No,21.18,88.59,2020,12,December,Q4,6,Sunday,4,1,Night,0,0,0,0,Normal Flow (True Negative),2,7140,Moderate (1-4km),South
612,2020-01-27 01:30:00,8.356255481,83.5902777,RD-203,234,51,Mixed,Medium,Fog,8729,Slippery,No,Not Applicable,No,43.98,52.58,2020,1,January,Q1,27,Monday,1,0,Night,0,0,0,0,Normal Flow (True Negative),2,11934,Good (>4km),South
613,2021-12-20 07:16:00,22.45349914,76.41502434,RD-456,315,69,Car,High,Storm,5344,Wet,Yes,Major,No,38.84,85.4,2021,12,December,Q4,20,Monday,7,0,Morning Peak,1,0,1,0,Missed Incident (False Negative),3,21735,Good (>4km),Central
614,2021-06-11 17:11:00,21.38303821,72.48189304,RD-451,319,73,Bus,Low,Fog,2474,Under Maintenance,No,Not Applicable,No,22.45,62.69,2021,6,June,Q2,11,Friday,17,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,23287,Moderate (1-4km),West
615,2023-10-05 06:42:00,13.55405675,90.62798748,RD-170,100,33,Mixed,Very High,Fog,2493,Under Maintenance,No,Not Applicable,No,46.21,46.18,2023,10,October,Q4,5,Thursday,6,0,Night,0,0,0,0,Normal Flow (True Negative),4,3300,Moderate (1-4km),South
